392,60,9,3
128,57,4,8
8,61,9,3
8,58,3,9
128,63,9,3
128,55,3,9
8,62,9,3
8,60,3,9
8,63,9,3
8,54,3,9
128,61,9,3
128,53,4,10
8,59,9,3
8,54,3,9
8,63,9,3
8,59,3,9
128,64,9,3
8,64,9,3
392,60,3,9
128,57,8,4
8,61,3,9
8,58,9,3
128,63,3,9
128,55,9,3
8,62,3,9
8,60,9,3
8,63,3,9
8,54,9,3
128,61,3,9
128,53,10,4
8,59,3,9
8,54,9,3
8,63,3,9
8,59,9,3
128,64,3,9
8,64,3,9
