768,60,9,3
384,57,4,8
384,61,9,3
768,58,3,9
768,63,9,3
384,55,3,9
384,62,9,3
384,60,3,9
384,63,9,3
768,54,3,9
768,61,9,3
384,53,4,10
384,59,9,3
384,54,3,9
384,63,9,3
768,59,3,9
384,64,9,3
11136,64,9,3
768,60,3,9
384,57,8,4
384,61,3,9
768,58,9,3
768,63,3,9
384,55,9,3
384,62,3,9
384,60,9,3
384,63,3,9
768,54,9,3
768,61,3,9
384,53,10,4
384,59,3,9
384,54,9,3
384,63,3,9
768,59,9,3
384,64,3,9
760,64,3,9
